zone_id,violation_count,center_lat,center_lng,wrong_parking_count,no_parking_count,main_road_parking_count,road_crossing_parking_count,footpath_parking_count,double_parking_count,peak_hour_count,weekend_count,junction_violation_count,total_vehicles,unique_vehicles,unique_vehicle_types,unique_violation_types,active_hours,active_days,avg_response_time,median_response_time,police_stations,wrong_parking_ratio,no_parking_ratio,main_road_parking_ratio,road_crossing_ratio,footpath_parking_ratio,double_parking_ratio,peak_hour_ratio,weekend_ratio,junction_violation_ratio,repeat_offender_ratio,vehicle_diversity,temporal_spread,nearest_metro_dist,nearest_mall_dist,nearest_hospital_dist,nearest_market_dist,nearest_bus_stand_dist,nearest_school_dist,nearest_event_venue_dist,poi_count_500m,poi_count_1km,log_violation_count,violation_density_rank,violation_zscore
Z_39_65,6,12.877927927927928,77.60324074074074,0,6,0,0,0,0,0,6,0,6,6,2,6,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.09226190476190475,4375.845589551526,3987.2788938407684,447.3500731752044,4013.773233520904,4864.272036557942,6335.641515173411,9356.72021589342,1,1,1.9459101490553132,0.2974559686888454,-0.23253729552152094
Z_39_66,1,12.877927927927928,77.60787037037036,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,4796.3691496696065,4248.232401736064,932.6455264555917,3951.7111578695917,4667.4708074317,6324.9499317638565,9417.291077637856,0,1,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_39_67,5,12.877927927927928,77.6125,3,2,0,0,0,0,0,3,0,5,5,2,5,3,3,,,1,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3333333333333333,0.2767857142857143,5231.246190071348,4549.746484655648,1429.4134430029803,3952.8834670281435,4518.079049789501,6353.991492066765,9504.001948407404,0,0,1.791759469228055,0.27234181343770386,-0.23377045211205325
Z_39_68,57,12.877927927927928,77.61712962962963,5,52,0,0,0,0,7,30,0,57,57,3,59,13,7,,,1,0.08771929824561403,0.9122807017543859,0.0,0.0,0.0,0.0,0.12280701754385964,0.5263157894736842,0.0,0.0,0.5,0.7708333333333333,5677.179199732092,4884.315364800743,1928.8098471980088,4017.2348022176106,4420.905578255599,6422.227194243585,9616.145723786265,0,0,4.060443010546419,0.669928245270711,-0.16964630940437278
Z_39_70,8,12.877927927927928,77.62638888888888,6,2,0,0,1,0,0,4,0,8,8,4,9,4,5,,,1,0.75,0.25,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.44047619047619047,6593.190383974942,5628.508729057729,2930.11011112067,3982.177556042172,4395.222588854972,6670.781414009043,9913.084329501182,0,0,2.1972245773362196,0.34996738421395956,-0.2300709823404563
Z_39_72,8,12.877927927927928,77.63564814814815,8,0,0,0,0,0,3,4,0,8,8,2,8,4,3,,,2,1.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5,0.0,0.0,0.3333333333333333,0.2976190476190476,7531.569844709511,6443.461827291425,3932.6252277138096,3760.717557480421,4594.127790964207,7054.640972587448,10299.627093323885,0,0,2.1972245773362196,0.34996738421395956,-0.2300709823404563
Z_39_73,21,12.877927927927928,77.64027777777777,21,0,0,0,0,0,4,3,0,21,20,3,21,6,6,,,2,1.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.14285714285714285,0.0,0.04761904761904767,0.5,0.5535714285714286,8006.697676381663,6869.69349191414,4434.080898988101,3747.140629627089,4770.266694986129,7290.928854008958,10523.504290417051,0,0,3.091042453358316,0.5019569471624267,-0.21403994666353618
Z_39_74,94,12.877927927927928,77.6449074074074,94,0,0,0,0,0,6,43,0,94,78,4,96,11,7,,,2,1.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.4574468085106383,0.0,0.17021276595744683,0.6666666666666666,0.7291666666666666,8484.899428266672,7237.768445032352,4935.614974122196,3800.3623507462084,4990.840790077902,7553.2050060530155,10766.12700018242,0,0,4.553876891600541,0.7504892367906066,-0.12401951555467705
Z_39_75,143,12.877927927927928,77.64953703703704,143,0,1,0,0,0,24,60,0,143,111,4,144,11,7,,,2,1.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.16783216783216784,0.4195804195804196,0.0,0.22377622377622375,0.6666666666666666,0.7291666666666666,8965.683253585723,7499.943440045209,5437.20575683311,3917.6612721512106,5250.252614002456,7838.861280732276,11026.257858436127,0,0,4.969813299576001,0.8105022831050228,-0.06359484261859354
Z_39_76,1,12.877927927927928,77.65416666666667,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,9448.655003000797,7785.665671992803,5938.838878531996,4093.5327575262304,5543.052092235134,8145.438263106914,11302.68808198202,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_39_80,45,12.877927927927928,77.67268518518519,41,6,11,3,0,0,0,5,0,45,44,4,70,10,7,,,1,0.9111111111111111,0.13333333333333333,0.24444444444444444,0.06666666666666667,0.0,0.0,0.0,0.1111111111111111,0.0,0.022222222222222254,0.6666666666666666,0.7083333333333334,11271.134211351755,9117.133949645802,6303.970856118787,5237.272216778935,6957.201671243515,9538.638151539353,10707.721972712357,0,0,3.828641396489095,0.6268754076973255,-0.18444418849076058
Z_39_94,1,12.877927927927928,77.7375,1,1,0,0,0,0,1,0,0,1,1,1,2,1,1,,,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,15318.071946734366,13227.959241996614,7967.747860494651,11324.211742622765,10305.14341695616,15513.4628755563,8772.852582173336,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_40_43,1,12.88243243243243,77.50138888888888,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,7711.069211936221,9631.676598982689,10629.436600060193,10032.362050330012,8574.506366359543,4585.566478467556,13447.671827761358,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_40_52,3,12.88243243243243,77.54305555555555,3,0,0,0,0,0,1,3,0,3,3,2,4,3,2,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.20535714285714285,3547.5008805753455,5524.870198808138,6116.856195482386,6414.692296031943,4879.545442964725,5807.918437013524,10464.451165254679,0,0,1.3862943611198906,0.19960861056751467,-0.23623676529311788
Z_40_53,53,12.88243243243243,77.54768518518519,16,37,5,1,0,0,0,23,0,53,52,5,59,11,7,,,1,0.3018867924528302,0.6981132075471698,0.09433962264150944,0.018867924528301886,0.0,0.0,0.0,0.4339622641509434,0.0,0.018867924528301883,0.8333333333333334,0.7291666666666666,3145.5569497856436,5111.377381843713,5615.850533992261,6087.290722622002,4561.187189889937,5902.3859523865085,10202.753790904573,0,0,3.9889840465642745,0.6585127201565558,-0.17457893576650205
Z_40_54,10,12.88243243243243,77.5523148148148,5,6,0,0,0,0,0,3,0,10,10,3,11,7,5,,,2,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5029761904761905,2776.316404988722,4715.05956217455,5115.007837957404,5784.939768266597,4278.142338381163,6037.21571978597,9959.47520298294,0,0,2.3978952727983707,0.3835616438356164,-0.22760466915939168
Z_40_63,96,12.88243243243243,77.59398148148148,79,17,0,0,0,0,10,34,0,96,91,5,98,13,7,,,2,0.8229166666666666,0.17708333333333334,0.0,0.0,0.0,0.0,0.10416666666666667,0.3541666666666667,0.0,0.05208333333333337,0.8333333333333334,0.7708333333333333,3269.9069531115265,3137.6988644623425,677.2574832249951,3861.286156640667,4295.060080752207,5986.4566998345435,8814.984936517814,0,1,4.574710978503383,0.753750815394651,-0.12155320237361242
Z_40_64,73,12.88243243243243,77.59861111111111,72,1,0,0,0,0,1,53,0,73,51,4,75,8,5,,,2,0.9863013698630136,0.0136986301369863,0.0,0.0,0.0,0.0,0.0136986301369863,0.726027397260274,0.0,0.3013698630136986,0.6666666666666666,0.5238095238095238,3679.956256031782,3314.6585396739533,347.8653655110611,3661.6882799401583,4580.578429730299,5890.260316392553,8822.361794033108,1,1,4.30406509320417,0.7090671885192433,-0.14991580395585571
Z_40_65,15,12.88243243243243,77.60324074074074,15,0,0,0,0,0,0,15,0,15,15,5,15,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.09226190476190475,4110.413949837569,3554.2071154359937,535.7456438763865,3522.7834729307206,4418.854781573882,5835.772298194508,8858.199055132567,0,1,2.772588722239781,0.4452054794520548,-0.22143888620673008
Z_40_66,15,12.88243243243243,77.60787037037036,1,14,0,1,0,0,0,8,0,15,15,3,16,6,5,,,1,0.06666666666666667,0.9333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.5,0.48214285714285715,4555.498420484875,3844.6631995342505,978.1190856734676,3451.9064003675385,4201.244176174857,5824.163371997584,8922.15377907342,0,1,2.772588722239781,0.4452054794520548,-0.22143888620673008
Z_40_72,10,12.88243243243243,77.63564814814815,10,0,0,0,0,0,0,10,0,10,10,2,10,3,2,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.20535714285714285,7380.470626681832,6184.798674556423,3943.6237224023193,3262.3817122661485,4119.610572897017,6609.362362691386,9848.932007085423,0,0,2.3978952727983707,0.3835616438356164,-0.22760466915939168
Z_40_73,153,12.88243243243243,77.64027777777777,152,1,0,0,0,0,31,46,0,153,102,4,153,10,7,,,1,0.9934640522875817,0.006535947712418301,0.0,0.0,0.0,0.0,0.20261437908496732,0.3006535947712418,0.0,0.33333333333333337,0.6666666666666666,0.7083333333333334,7864.723595798442,6556.31621338283,4443.829978565891,3246.721826941768,4315.1588352718945,6860.998041218832,10082.817165282286,0,0,5.0369526024136295,0.8180039138943248,-0.05126327671327036
Z_40_74,187,12.88243243243243,77.6449074074074,187,0,0,0,0,0,38,61,0,187,136,5,187,12,7,,,2,1.0,0.0,0.0,0.0,0.0,0.0,0.20320855614973263,0.32620320855614976,0.0,0.2727272727272727,0.8333333333333334,0.75,8351.05059367006,6807.753118647983,4944.366709197853,3308.003399822307,4557.806981633118,7139.081617649623,10335.78526145068,0,0,5.236441962829949,0.8424657534246576,-0.009335952635171596
Z_40_75,15,12.88243243243243,77.64953703703704,15,0,0,0,0,0,0,15,0,15,15,2,15,2,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.11309523809523808,8839.109288153042,7085.851572469245,5445.142779783349,3442.119412729108,4840.476980238158,7440.648325626306,10606.470978861042,0,0,2.772588722239781,0.4452054794520548,-0.22143888620673008
Z_40_76,1,12.88243243243243,77.65416666666667,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,9302.150520267814,7387.60125050197,5946.097719372009,3641.030252002522,5156.59136600297,7762.961909395436,10846.228767237384,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_40_80,1,12.88243243243243,77.67268518518519,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,11027.685511554031,8779.623487962821,5826.275899730356,4891.719444634071,6653.370952011291,9214.15147290206,10218.971953907427,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_40_97,52,12.88243243243243,77.75138888888888,47,23,12,1,1,2,9,34,0,52,51,5,95,14,7,,,1,0.9038461538461539,0.4423076923076923,0.23076923076923078,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.17307692307692307,0.6538461538461539,0.0,0.019230769230769273,0.8333333333333334,0.7916666666666667,16007.06094094315,13913.346415626973,8695.934455147977,12616.637535196856,9715.996322419345,16718.101875911743,8369.08224321495,0,0,3.970291913552122,0.6542726679712981,-0.17581209235703435
Z_40_98,1,12.88243243243243,77.75601851851852,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,16345.556470077781,14135.510833095967,9088.610608790354,13102.21365383436,9736.702891600808,17189.35066823613,8460.871762375862,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_41_51,1,12.886936936936936,77.53842592592592,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,3745.3825696894705,5714.994776089628,6662.254815877125,6422.918636249983,4890.781902963517,5255.93566627195,10336.216681402904,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_41_55,9,12.886936936936936,77.55694444444444,3,6,0,0,0,0,0,4,0,9,9,4,9,7,5,,,2,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.6666666666666666,0.5029761904761905,2067.4638178760656,4009.5705082998825,4677.691187113311,5088.090227420078,3592.3560712257504,5749.510941551709,9284.964363239476,0,0,2.302585092994046,0.3695368558382257,-0.22883782574992398
Z_41_56,303,12.886936936936936,77.56157407407407,35,269,0,0,0,0,19,69,0,303,292,5,307,12,7,,,2,0.11551155115511551,0.8877887788778878,0.0,0.0,0.0,0.0,0.0627062706270627,0.22772277227722773,0.0,0.0363036303630363,0.8333333333333334,0.75,1759.292065776202,3631.7427459853125,4184.944713171888,4827.660491266777,3377.91935994016,5972.753416352671,9072.630501500491,0,0,5.717027701406222,0.8910632746249184,0.13371021186657714
Z_41_57,14,12.886936936936936,77.5662037037037,11,3,0,0,0,0,0,9,0,14,14,3,14,6,5,,,1,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.5,0.48214285714285715,1555.4548137101913,3287.258118082206,3694.644917821795,4607.334273158233,3227.8871781967887,6079.432272177901,8883.591098849745,0,0,2.70805020110221,0.4360730593607306,-0.2226720427972624
Z_41_58,14,12.886936936936936,77.57083333333333,11,3,0,0,0,0,1,8,0,14,14,3,14,3,5,,,1,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0,0.0,0.07142857142857142,0.5714285714285714,0.0,0.0,0.5,0.41964285714285715,1499.1330670822445,2987.6725636270544,3207.913853691254,4433.095083583231,3151.471313771052,6109.93578046778,8719.36138786321,0,0,2.70805020110221,0.4360730593607306,-0.2226720427972624
Z_41_60,2,12.886936936936936,77.58009259259259,0,2,0,0,0,0,0,2,0,2,2,1,2,2,2,,,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.1845238095238095,1847.7575639488718,2584.040001011088,2254.4059011185027,4244.134392578793,3235.367239593193,6058.387863496038,8470.886862324385,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502
Z_41_63,2,12.886936936936936,77.59398148148148,1,1,0,0,0,0,0,1,0,2,2,2,2,2,2,,,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.1845238095238095,2990.257327333762,2661.006799287336,1023.3931581231265,3422.1150276322064,3879.21913208974,5500.479459670533,8314.157090718893,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502
Z_41_64,12,12.886936936936936,77.59861111111111,9,3,0,0,0,0,1,3,0,12,12,3,12,7,7,,,2,0.75,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.5,0.6458333333333334,3433.857040944738,2867.532686737654,842.4204661212908,3195.2039937858162,4193.1435843992185,5395.627640479103,8321.977768446293,0,1,2.5649493574615367,0.41193737769080235,-0.22513835597832704
Z_41_70,1,12.886936936936936,77.62638888888888,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,6282.196941739077,5064.512879695567,3043.156912183805,3059.364279542159,3398.553488821818,5729.982126111075,8978.283068015533,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_41_72,11,12.886936936936936,77.63564814814815,11,0,0,0,0,0,1,10,0,11,11,2,11,2,2,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.3333333333333333,0.1845238095238095,7260.84750196083,5881.386893701507,4017.5306495849854,2764.9647309207653,3652.140470297083,6172.612091178978,9403.31657752357,0,0,2.4849066497880004,0.39823874755381605,-0.22637151256885935
Z_41_73,416,12.886936936936936,77.64027777777777,414,2,0,0,0,0,132,115,0,416,334,5,419,14,7,,,2,0.9951923076923077,0.004807692307692308,0.0,0.0,0.0,0.0,0.3173076923076923,0.2764423076923077,0.0,0.19711538461538458,0.8333333333333334,0.7916666666666667,7752.567587262031,6119.4207929057875,4509.538102174107,2746.4704590834554,3871.369890491276,6441.327679336631,9648.005958003489,0,0,6.0330862217988015,0.9112850619699935,0.27305690659672893
Z_41_74,11,12.886936936936936,77.6449074074074,11,0,0,0,0,0,5,4,0,11,11,3,11,4,5,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.36363636363636365,0.0,0.0,0.5,0.44047619047619047,8190.579895520678,6388.072523811884,5003.4974442718285,2818.6480137803032,4140.105649125092,6736.751768546444,9912.072481342275,0,0,2.4849066497880004,0.39823874755381605,-0.22637151256885935
Z_41_75,30,12.886936936936936,77.64953703703704,30,0,0,0,0,0,0,30,0,30,30,3,30,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.09226190476190475,8607.723326387382,6683.651021619737,5498.882691823991,2974.9050223519444,4449.38646161714,7055.530198515668,10194.010417130488,0,0,3.4339872044851463,0.5580560991519896,-0.20294153734874534
Z_41_76,1,12.886936936936936,77.65416666666667,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,9033.48074977947,7002.747465626832,5995.34039434723,3202.959534806059,4791.367250049913,7394.643212800318,10388.179623262464,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_41_80,13,12.886936936936936,77.67268518518519,13,0,9,0,1,0,0,7,0,13,12,2,23,5,4,,,2,1.0,0.0,0.6923076923076923,0.0,0.07692307692307693,0.0,0.0,0.5384615384615384,0.0,0.07692307692307687,0.3333333333333333,0.3898809523809524,10741.241652509254,8412.610777622876,5352.820825406923,4574.994596713636,6374.464093017017,8906.026856736858,9731.455356771947,0,0,2.6390573296152584,0.4249836921069798,-0.2239051993877947
Z_41_94,20,12.886936936936936,77.7375,20,4,11,0,2,1,4,6,0,20,15,5,60,8,5,,,2,1.0,0.2,0.55,0.0,0.1,0.05,0.2,0.3,0.0,0.25,0.8333333333333334,0.5238095238095238,14603.413187153632,12570.077959270902,7238.56292622932,11033.39018790006,9313.00884884094,15132.542322548117,7771.441625629526,0,0,3.044522437723423,0.49249836921069795,-0.2152731032540685
Z_41_96,1,12.886936936936936,77.74675925925925,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,15299.266788604902,13247.97796036256,7990.359799054919,12008.086297692735,9220.643706277344,16075.85626972067,7808.155899347936,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_42_51,1,12.89144144144144,77.53842592592592,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,3574.7593032526584,5513.462207640913,6743.535664066051,6104.46478433302,4584.991331725185,4756.283583376395,9937.791601691386,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_42_56,68,12.89144144144144,77.56157407407407,6,62,1,0,0,0,5,26,0,68,66,3,70,12,7,,,2,0.08823529411764706,0.9117647058823529,0.014705882352941176,0.0,0.0,0.0,0.07352941176470588,0.38235294117647056,0.0,0.02941176470588236,0.5,0.75,1358.7931391963991,3305.6022261376925,4313.221485704236,4395.137709975034,2917.698114633375,5538.141583831021,8615.996336486269,0,0,4.23410650459726,0.6999347684279191,-0.15608158690851728
Z_42_57,11,12.89144144144144,77.5662037037037,3,8,1,0,1,0,2,3,0,11,10,3,14,7,6,,,2,0.2727272727272727,0.7272727272727273,0.09090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909094,0.5,0.5744047619047619,1081.9713761632117,2922.936800727171,3839.347325623125,4151.92680656712,2742.6076209836506,5578.6598772919115,8416.7107972438,0,0,2.4849066497880004,0.39823874755381605,-0.22637151256885935
Z_42_58,32,12.89144144144144,77.57083333333333,21,11,1,0,2,0,4,8,0,32,31,3,35,11,7,,,2,0.65625,0.34375,0.03125,0.0,0.0625,0.0,0.125,0.25,0.0,0.03125,0.5,0.7291666666666666,999.3124786981592,2581.4172058291965,3373.56762749958,3957.692191992041,2652.248318841043,5611.885406699565,8243.187790499234,0,1,3.4965075614664802,0.5684931506849316,-0.2004752241676807
Z_42_59,1,12.89144144144144,77.57546296296296,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,1153.3468294134811,2299.4503313975206,2919.7588149437897,3819.912214768883,2655.284548714785,5689.341500110001,8097.083782835489,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_42_60,19,12.89144144144144,77.58009259259259,12,7,1,0,0,0,1,2,0,19,19,4,21,4,5,,,2,0.631578947368421,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.6666666666666666,0.44047619047619047,1471.5340618683597,2101.1498398588947,2484.489261014079,3744.823324724764,2751.407136761052,5623.461163005033,7979.904959064075,0,0,2.995732273553991,0.48238747553816047,-0.2165062598446008
Z_42_61,1,12.89144144144144,77.58472222222223,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,1871.960520089095,2011.4152380251276,2079.433718595972,3678.013390944494,2931.473475464932,5382.397881555159,7892.939696866122,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_42_62,3,12.89144144144144,77.58935185185184,0,3,0,0,0,0,0,0,0,3,2,1,3,1,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.16666666666666666,0.1636904761904762,2312.288906922453,2044.591317927605,1725.9967102704181,3319.4998071135765,3181.261157105662,5178.865635027202,7837.193853332922,0,0,1.3862943611198906,0.19960861056751467,-0.23623676529311788
Z_42_63,7,12.89144144144144,77.59398148148148,1,6,1,0,0,0,0,2,0,7,6,3,8,4,5,,,1,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.1428571428571429,0.5,0.44047619047619047,2773.5796176717413,2195.112261879077,1462.1036386022818,3002.3273250072693,3485.813917695024,5017.433844447011,7813.335681067296,0,0,2.0794415416798357,0.32322243966079583,-0.2313041389309886
Z_42_64,32,12.89144144144144,77.59861111111111,0,32,3,0,0,0,2,7,0,32,32,3,37,10,7,,,3,0.0,1.0,0.09375,0.0,0.0,0.0,0.0625,0.21875,0.0,0.0,0.5,0.7083333333333334,3246.91051731748,2441.3692498827722,1341.6750011687311,2740.885567805213,3832.0966968424327,4902.263386347511,7821.656983622494,0,0,3.4965075614664802,0.5684931506849316,-0.2004752241676807
Z_42_65,1,12.89144144144144,77.60324074074074,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,3727.697952337086,2757.8345804339406,1402.1764939604382,2552.358117088719,3572.3690610828385,4836.660112433103,7862.055584127501,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_42_66,2,12.89144144144144,77.60787037037036,0,2,0,0,0,0,0,0,0,2,2,1,2,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,4213.390112917949,3123.238882634706,1623.5049689851644,2453.6104322015326,3299.4034746005623,4822.647259114472,7934.041503559692,0,0,1.0986122886681098,0.14840182648401826,-0.2374699218836502
Z_42_67,1,12.89144144144144,77.6125,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,,,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.09226190476190475,4702.467497555525,3522.3844833406724,1951.6916254523383,2455.497970143603,3084.4597492188873,4860.671037737022,8036.76599671646,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_42_69,7,12.89144144144144,77.62175925925925,7,0,0,0,0,0,0,7,0,7,7,1,7,1,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,5687.279622983786,4384.420196825339,2768.8898297973933,2749.3243420236154,2877.5523434070474,5086.5674147480495,8329.542814321276,0,0,2.0794415416798357,0.32322243966079583,-0.2313041389309886
Z_42_70,1,12.89144144144144,77.62638888888888,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.09226190476190475,6181.953908692936,4835.960829400425,3217.3078435956677,2619.7961931931163,2901.5331081340364,5268.018302974795,8516.593579472727,0,0,0.6931471805599453,0.060665362035225046,-0.2387030784741825
Z_42_71,26,12.89144144144144,77.63101851851852,26,0,0,0,0,0,0,15,0,26,24,3,26,3,2,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,0.0,0.07692307692307687,0.5,0.20535714285714285,6677.6926287371025,5215.510848245982,3679.5449421497174,2398.793203148989,3010.16068402988,5489.482345660863,8728.513357414307,0,0,3.295836866004329,0.5375081539465101,-0.2078741637108746
Z_42_72,460,12.89144144144144,77.63564814814815,459,1,1,0,1,0,250,139,0,460,330,4,463,13,7,,,2,0.9978260869565218,0.002173913043478261,0.002173913043478261,0.0,0.002173913043478261,0.0,0.5434782608695652,0.30217391304347824,0.0,0.28260869565217395,0.6666666666666666,0.7708333333333333,7082.211857191775,5436.409604923291,4150.987177893041,2269.0709833022815,3194.812418136955,5746.335076597465,8963.5384303493,0,0,6.133398042996649,0.9174820613176777,0.32731579658015086
Z_42_73,428,12.89144144144144,77.64027777777777,403,26,8,0,17,33,107,105,0,428,380,5,495,15,7,,,2,0.9415887850467289,0.06074766355140187,0.018691588785046728,0.0,0.0397196261682243,0.07710280373831775,0.25,0.24532710280373832,0.0,0.11214953271028039,0.8333333333333334,0.8125,7493.8491484858605,5693.074476040002,4628.822795101204,2246.4983822468157,3443.279179420051,6034.058999310628,9219.902032121,0,0,6.061456918928017,0.91324200913242,0.28785478568311673
