id,latitude,longitude,location,vehicle_number,vehicle_type_clean,violation_list,violation_count_per_record,is_wrong_parking,is_no_parking,is_main_road_parking,is_road_crossing_parking,is_footpath_parking,is_double_parking,created_datetime,hour,day_of_week,month,date,is_weekend,time_period,is_peak_hour,police_station,junction_name,is_near_junction,response_time_hours,validation_status,zone_id,zone_center_lat,zone_center_lng
FKID000213,12.9915709,77.5885685,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0205,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-27 21:35:46+00:00,21,0,11,2023-11-27,0,night,0,High ground,BTP032 - Windsor Circle,1,,rejected,Z_64_62,12.99054054054054,77.58935185185184
FKID000214,13.024264,77.5940188,"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",FKN00GL0206,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-12-21 04:58:46+00:00,4,3,12,2023-12-21,0,night,0,R.T. Nagar,No Junction,0,,rejected,Z_71_63,13.02207207207207,77.59398148148148
FKID000215,12.981883,77.6126882,"Gangadhara Chetty Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0207,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-25 06:30:46+00:00,6,5,11,2023-11-25,1,morning_peak,0,Shivajinagar,No Junction,0,,,Z_62_67,12.98153153153153,77.6125
FKID000216,12.9033026,77.625017,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0208,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-14 23:25:46+00:00,23,3,3,2024-03-14,0,night,0,Madiwala,No Junction,0,,approved,Z_45_70,12.904954954954954,77.62638888888888
FKID000217,12.9958179,77.6135711,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0209,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2024-03-13 07:59:46+00:00,7,2,3,2024-03-13,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,approved,Z_65_67,12.995045045045044,77.6125
FKID000218,12.9365967,77.60168,"Dairy Circle, Dairy Circle Flyover, S.G Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",FKN00GL0210,OTHER,"['PARKING IN A MAIN ROAD', 'WRONG PARKING', 'DEFECTIVE NUMBER PLATE']",3,1,0,1,0,0,0,2023-11-29 01:43:46+00:00,1,2,11,2023-11-29,0,night,0,Mico Layout,BTP126 - Dairy Circle,1,,approved,Z_52_65,12.936486486486485,77.60324074074074
FKID000219,12.9958018,77.6134688,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0211,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2024-03-13 07:59:46+00:00,7,2,3,2024-03-13,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,approved,Z_65_67,12.995045045045044,77.6125
FKID000220,12.9958018,77.6134688,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0212,OTHER,['NO PARKING'],1,0,1,0,0,0,0,2024-03-13 07:59:46+00:00,7,2,3,2024-03-13,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,approved,Z_65_67,12.995045045045044,77.6125
FKID000221,12.9958633,77.6134104,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0213,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2024-03-13 07:59:46+00:00,7,2,3,2024-03-13,0,morning_peak,0,Pulikeshinagar(F.Town),No Junction,0,,approved,Z_65_67,12.995045045045044,77.6125
FKID000222,13.008197,77.6941249,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL0214,TWO_WHEELER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 18:58:46+00:00,18,3,11,2023-11-30,0,evening_peak,1,K.R. Pura,No Junction,0,,approved,Z_68_85,13.008558558558558,77.69583333333333
FKID000223,12.9762399,77.5747242,"Major T Ramachandrappa Road, Elite Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0215,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 19:36:46+00:00,19,3,11,2023-11-30,0,evening_peak,1,Upparpet,BTP045 - Danvanthri Road Junction,1,,approved,Z_61_59,12.977027027027026,77.57546296296296
FKID000224,13.0081917,77.6944862,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL0216,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 18:58:46+00:00,18,3,11,2023-11-30,0,evening_peak,1,K.R. Pura,No Junction,0,,approved,Z_68_85,13.008558558558558,77.69583333333333
FKID000225,12.9649232,77.5386645,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL0217,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-25 07:17:46+00:00,7,5,11,2023-11-25,1,morning_peak,0,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",1,,,Z_58_51,12.963513513513513,77.53842592592592
FKID000226,12.9775783,77.5700929,"Railway Station Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0218,OTHER,"['NO PARKING', 'DEFECTIVE NUMBER PLATE']",2,0,1,0,0,0,0,2023-11-30 19:17:46+00:00,19,3,11,2023-11-30,0,evening_peak,1,Chamarajpet,BTP048 - Shanthala Junction,1,,rejected,Z_61_58,12.977027027027026,77.57083333333333
FKID000227,12.9033026,77.625017,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0219,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-14 23:25:46+00:00,23,3,3,2024-03-14,0,night,0,Madiwala,No Junction,0,,approved,Z_45_70,12.904954954954954,77.62638888888888
FKID000228,12.9021143,77.6280012,"Begur Main Road, Vivekananda Nagar, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0220,OTHER,"['NO PARKING', 'DEFECTIVE NUMBER PLATE']",2,0,1,0,0,0,0,2024-03-14 23:28:46+00:00,23,3,3,2024-03-14,0,night,0,Madiwala,No Junction,0,,approved,Z_44_70,12.90045045045045,77.62638888888888
FKID000229,12.9397242,77.6944134,"Yemalur Road, LGCL United Towers, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0221,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 05:39:46+00:00,5,3,11,2023-11-30,0,night,0,HAL Old Airport,No Junction,0,,rejected,Z_53_85,12.94099099099099,77.69583333333333
FKID000230,12.9395772,77.6943219,"Yemalur Road, LGCL United Towers, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0222,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 05:40:46+00:00,5,3,11,2023-11-30,0,night,0,HAL Old Airport,No Junction,0,,approved,Z_53_85,12.94099099099099,77.69583333333333
FKID000231,12.9623855,77.5901093,"Mission Road, M Subbaiah Circle, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL0223,CAR,['NO PARKING'],1,0,1,0,0,0,0,2024-03-22 22:34:46+00:00,22,4,3,2024-03-22,0,night,0,Halasuru Gate,BTP064 - Devanga Hostel Junction,1,,,Z_58_62,12.963513513513513,77.58935185185184
FKID000232,12.9753722,77.5758208,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0224,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:50:46+00:00,5,3,11,2023-11-30,0,night,0,Upparpet,BTP040 - Elite Junction,1,,rejected,Z_61_59,12.977027027027026,77.57546296296296
FKID000233,12.9808277,77.5771605,"Seshadri Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0225,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:54:46+00:00,5,3,11,2023-11-30,0,night,0,High ground,BTP058 - Subbanna Junction,1,,rejected,Z_62_59,12.98153153153153,77.57546296296296
FKID000234,12.9809296,77.5769206,"Dr MH Ambarish Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0226,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:54:46+00:00,5,3,11,2023-11-30,0,night,0,High ground,BTP058 - Subbanna Junction,1,,rejected,Z_62_59,12.98153153153153,77.57546296296296
FKID000235,12.9807484,77.5775054,"Seshadri Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0227,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:51:46+00:00,5,3,11,2023-11-30,0,night,0,High ground,BTP058 - Subbanna Junction,1,,rejected,Z_62_59,12.98153153153153,77.57546296296296
FKID000236,12.9805763,77.577835,"Anand Rao Flyover, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0228,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:51:46+00:00,5,3,11,2023-11-30,0,night,0,Upparpet,BTP058 - Subbanna Junction,1,,rejected,Z_62_60,12.98153153153153,77.58009259259259
FKID000237,12.9807093,77.5778053,"Seshadri Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0229,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:50:46+00:00,5,3,11,2023-11-30,0,night,0,High ground,BTP058 - Subbanna Junction,1,,rejected,Z_62_60,12.98153153153153,77.58009259259259
FKID000238,12.9804024,77.5777966,"Seshadri Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0230,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:50:46+00:00,5,3,11,2023-11-30,0,night,0,Upparpet,BTP058 - Subbanna Junction,1,,rejected,Z_62_60,12.98153153153153,77.58009259259259
FKID000239,12.9711832,77.5977413,"Sri ML Subbaraju Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0231,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:50:46+00:00,5,3,11,2023-11-30,0,night,0,Cubbon Park,BTP063 - Siddalingaiah Circle,1,,rejected,Z_60_64,12.972522522522521,77.59861111111111
FKID000240,12.9805982,77.5783291,"Seshadri Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0232,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:48:46+00:00,5,3,11,2023-11-30,0,night,0,High ground,BTP058 - Subbanna Junction,1,,rejected,Z_62_60,12.98153153153153,77.58009259259259
FKID000241,13.0492983,77.5434433,"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",FKN00GL0233,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:55:46+00:00,5,3,11,2023-11-30,0,night,0,Jalahalli,No Junction,0,,approved,Z_77_52,13.049099099099099,77.54305555555555
FKID000242,13.0055246,77.569511,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0234,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 05:43:46+00:00,5,3,11,2023-11-30,0,night,0,Malleshwaram,No Junction,0,,approved,Z_67_58,13.004054054054054,77.57083333333333
FKID000243,13.005474,77.5692379,"Siddavanahalli Krishna Sharma Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0235,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 05:42:46+00:00,5,3,11,2023-11-30,0,night,0,Malleshwaram,No Junction,0,,rejected,Z_67_58,13.004054054054054,77.57083333333333
FKID000244,12.9678581,77.5746475,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0236,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:54:46+00:00,5,3,11,2023-11-30,0,night,0,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",1,,approved,Z_59_59,12.968018018018018,77.57546296296296
FKID000245,12.9773449,77.5765234,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0237,OTHER,['NO PARKING'],1,0,1,0,0,0,0,2023-12-19 05:35:46+00:00,5,1,12,2023-12-19,0,night,0,Upparpet,BTP040 - Elite Junction,1,,,Z_61_59,12.977027027027026,77.57546296296296
FKID000246,13.0054589,77.5693146,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0238,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 05:42:46+00:00,5,3,11,2023-11-30,0,night,0,Malleshwaram,No Junction,0,,approved,Z_67_58,13.004054054054054,77.57083333333333
FKID000247,12.9128301,77.5137208,"2nd Cross Road, Janakshi Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",FKN00GL0239,CAR,"['PARKING IN A MAIN ROAD', 'NO PARKING']",2,0,1,1,0,0,0,2023-11-19 01:45:46+00:00,1,6,11,2023-11-19,1,night,0,Kengeri,No Junction,0,,,Z_47_46,12.913963963963964,77.51527777777777
FKID000248,12.9989215,77.5694382,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0240,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 06:20:46+00:00,6,3,11,2023-11-30,0,morning_peak,0,Malleshwaram,No Junction,0,,approved,Z_66_58,12.999549549549549,77.57083333333333
FKID000249,12.9038917,77.7042968,"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0241,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 05:34:46+00:00,5,3,11,2023-11-30,0,night,0,Bellandur,No Junction,0,,approved,Z_45_87,12.904954954954954,77.70509259259259
FKID000250,13.0116686,77.5516621,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL0242,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-19 00:33:46+00:00,0,6,11,2023-11-19,1,night,0,Malleshwaram,No Junction,0,,,Z_69_54,13.013063063063063,77.5523148148148
FKID000251,13.0158449,77.5560546,"Tumkur Road, Goraguntepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",FKN00GL0243,OTHER,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",2,1,0,1,0,0,0,2023-11-30 19:01:46+00:00,19,3,11,2023-11-30,0,evening_peak,1,Yeshwanthpura,No Junction,0,,approved,Z_70_55,13.017567567567568,77.55694444444444
FKID000252,12.9963894,77.5843738,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL0244,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 06:02:46+00:00,6,3,11,2023-11-30,0,morning_peak,0,Sheshadripuram,BTP032 - Windsor Circle,1,,rejected,Z_65_61,12.995045045045044,77.58472222222223
FKID000253,12.9965947,77.5847557,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL0245,CAR,"['NO PARKING', 'DEFECTIVE NUMBER PLATE']",2,0,1,0,0,0,0,2023-11-30 06:02:46+00:00,6,3,11,2023-11-30,0,morning_peak,0,High ground,BTP032 - Windsor Circle,1,,rejected,Z_65_61,12.995045045045044,77.58472222222223
FKID000254,12.9963894,77.5843738,"Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL0246,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 06:03:46+00:00,6,3,11,2023-11-30,0,morning_peak,0,Sheshadripuram,BTP032 - Windsor Circle,1,,rejected,Z_65_61,12.995045045045044,77.58472222222223
FKID000255,12.9839811,77.5777214,"Race Course Cross Road, C Ranga Swamy Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0247,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-30 10:54:46+00:00,10,3,11,2023-11-30,0,midday,1,High ground,BTP054 - Shivananda Circle,1,,approved,Z_63_59,12.986036036036035,77.57546296296296
FKID000256,12.9937873,77.6636669,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL0248,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-27 08:50:46+00:00,8,2,3,2024-03-27,0,morning_peak,1,Banaswadi,No Junction,0,,,Z_65_78,12.995045045045044,77.66342592592592
FKID000257,12.9937873,77.6636669,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL0249,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2024-03-27 08:50:46+00:00,8,2,3,2024-03-27,0,morning_peak,1,Banaswadi,No Junction,0,,,Z_65_78,12.995045045045044,77.66342592592592
FKID000258,12.9327746,77.6882305,"Outer Ring Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",FKN00GL0250,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 05:59:46+00:00,5,3,11,2023-11-30,0,night,0,HAL Old Airport,No Junction,0,,rejected,Z_51_83,12.93198198198198,77.68657407407407
FKID000259,12.9758231,77.5552836,"9th Main Road, Purva Blubelle, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0251,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-30 06:01:46+00:00,6,3,11,2023-11-30,0,morning_peak,0,Magadi Road,BTP071 - Prasanna Junction,1,,rejected,Z_61_55,12.977027027027026,77.55694444444444
FKID000260,13.0004598,77.5713573,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0252,OTHER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-29 02:23:46+00:00,2,2,11,2023-11-29,0,night,0,Malleshwaram,No Junction,0,,approved,Z_66_58,12.999549549549549,77.57083333333333
FKID000261,12.9997228,77.5713124,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0253,OTHER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-29 02:22:46+00:00,2,2,11,2023-11-29,0,night,0,Malleshwaram,No Junction,0,,approved,Z_66_58,12.999549549549549,77.57083333333333
FKID000262,13.0002819,77.571334,"Sri Venkataranga Ayangar Road, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0254,MAXI_CAB,['NO PARKING'],1,0,1,0,0,0,0,2023-11-29 02:22:46+00:00,2,2,11,2023-11-29,0,night,0,Malleshwaram,No Junction,0,,approved,Z_66_58,12.999549549549549,77.57083333333333
FKID000263,12.9996091,77.571312,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0255,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 02:21:46+00:00,2,2,11,2023-11-29,0,night,0,Malleshwaram,No Junction,0,,approved,Z_66_58,12.999549549549549,77.57083333333333
FKID000264,12.9779294,77.5772024,"5th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0256,CAR,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-27 20:21:46+00:00,20,0,11,2023-11-27,0,evening_peak,1,Upparpet,BTP058 - Subbanna Junction,1,,rejected,Z_61_59,12.977027027027026,77.57546296296296
FKID000265,12.9993023,77.5714195,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0257,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 02:20:46+00:00,2,2,11,2023-11-29,0,night,0,Malleshwaram,No Junction,0,,approved,Z_66_58,12.999549549549549,77.57083333333333
FKID000266,13.0604884,77.5024948,"6th Cross Road, Sree Rama Kuteera 2nd Stage, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",FKN00GL0258,CAR,['NO PARKING'],1,0,1,0,0,0,0,2023-11-17 06:01:46+00:00,6,4,11,2023-11-17,0,morning_peak,0,Chikkabanavara,No Junction,0,,approved,Z_80_43,13.062612612612613,77.50138888888888
FKID000267,12.8435517,77.6441983,"Battadasanapura Main Road, DN Laxman Reddy Circle, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0259,OTHER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-18 23:30:46+00:00,23,5,11,2023-11-18,1,night,0,Electronic City,No Junction,0,,approved,Z_31_74,12.84189189189189,77.6449074074074
FKID000268,13.0348969,77.5888898,"6th Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL0260,OTHER,['NO PARKING'],1,0,1,0,0,0,0,2023-11-29 01:23:46+00:00,1,2,11,2023-11-29,0,night,0,Hebbala,No Junction,0,,approved,Z_74_62,13.035585585585585,77.58935185185184
FKID000269,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0261,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:40:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000270,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0262,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:40:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000271,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0263,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:40:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000272,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0264,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:40:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000273,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0265,OTHER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:40:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000274,12.9948692,77.5898236,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0266,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:42:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000275,12.994994,77.5899716,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0267,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:42:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000276,13.1838749,77.6795049,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL0268,MAXI_CAB,"['NO PARKING', 'PARKING IN A MAIN ROAD']",2,0,1,1,0,0,0,2023-11-17 06:14:46+00:00,6,4,11,2023-11-17,0,morning_peak,0,Chikkajala,No Junction,0,,rejected,Z_107_81,13.184234234234234,77.6773148148148
FKID000277,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0269,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:39:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000278,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0270,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:39:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000279,12.9949371,77.590066,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0271,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:40:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000280,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0272,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:39:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000281,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0273,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:39:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000282,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0274,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:39:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
FKID000283,12.9948678,77.5898588,"1st Cross Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0275,TWO_WHEELER,['WRONG PARKING'],1,1,0,0,0,0,0,2023-11-29 01:39:46+00:00,1,2,11,2023-11-29,0,night,0,High ground,No Junction,0,,approved,Z_65_62,12.995045045045044,77.58935185185184
